38.002	0
38.169	0
38.336	0
38.503	0
38.67	0
38.837	0
39.004	0
39.171	0
39.338	0
39.505	0
39.672	0
39.839	0
40.006	0
40.173	0
40.34	0
40.507	0
40.674	0
40.841	0
41.008	0
41.175	0
41.342	0
41.509	0
41.676	0
41.843	0
42.01	0
42.177	0
42.344	0
42.511	0
42.678	0
42.845	0
43.012	0
43.179	0
43.346	0
43.513	0
43.68	0
43.847	0
44.014	0
44.181	0
44.348	0
44.515	0
44.682	0
44.849	0
45.016	0
45.183	0
45.35	0
45.517	0
45.684	0
45.851	0
46.018	0
46.185	0
46.352	0
46.519	0
46.686	0
46.853	0
47.02	0
47.187	0
47.354	0
47.521	0
47.688	0
47.855	0
48.022	0
48.189	0
48.356	0
48.523	0
48.69	0
48.857	0
49.024	0
49.191	0
49.358	0
49.525	0
49.692	0
49.859	0
50.026	0
50.193	0
50.36	0
50.527	0
50.694	0
50.861	0
51.028	0
51.195	0
51.362	0
51.529	0
51.696	0
51.863	0
52.03	0
52.197	0
52.364	0
52.531	0
52.698	0
52.865	0
53.032	0
53.199	0
53.366	0
53.533	0
53.7	0
53.867	0
54.034	0
54.201	0
54.368	0
54.535	0
54.702	0
54.869	0
55.036	0
55.203	0
55.37	0
55.537	0
55.704	0
55.871	0
56.038	0
56.205	0
56.372	0
56.539	0
56.706	0
56.873	0
57.04	0
57.207	0
57.374	0
57.541	0
57.708	0
57.875	0
58.042	0
58.209	0
58.376	0
58.543	0
58.71	0
58.877	0
59.044	0
59.211	0
59.378	0
59.545	0
59.712	0
59.879	0
60.046	0
60.213	0
60.38	0
60.547	0
60.714	0
60.881	0
61.048	0
61.215	0
61.382	0
61.549	0
61.716	0
61.883	0
62.05	0
62.217	0
62.384	0
62.551	0
62.718	0
62.885	0
63.052	0
63.219	0
63.386	0
63.553	0
63.72	0
63.887	0
64.054	0
64.221	0
64.388	0
64.555	0
64.722	0
64.889	0
65.056	0
65.223	0
65.39	0
65.557	0
65.724	0
65.891	0
66.058	0
66.225	0
66.392	0
66.559	0
66.726	0
66.893	0
67.06	0
67.227	0
67.394	0
67.561	0
67.728	0
67.895	0
68.062	0
68.229	0
68.396	0
68.563	0
68.73	0
68.897	0
69.064	0
69.231	0
69.398	0
69.565	0
69.732	0
69.899	0.00575348760222196
70.066	0.0220064000747307
70.233	0.0462481756232143
70.4	0.0752924032532306
70.567	0.106791951191058
70.734	0.139843656652229
70.901	0.174906335476007
71.068	0.213866298127144
