1.000000000000000000e+00 0.000000000000000000e+00 9.429275633958103242e+01
9.460519735008652287e-01 1.874215370952117254e+01 9.704521830209480981e+01
9.205452113729486463e-01 2.288454192423926870e+01 1.030505898566703422e+02
8.884662782579297868e-01 2.858372767523190916e+01 1.068039470782800322e+02
8.699691304208208020e-01 3.104622863956587508e+01 1.108075281146637394e+02
8.421708208477117763e-01 3.288215775219149606e+01 1.189815060639470801e+02
8.442671734778910420e-01 3.183704010861262645e+01 1.211501124586549167e+02
8.519307933099513619e-01 2.971502912555068221e+01 1.244864299889746349e+02
8.537447207285285833e-01 2.912815355088562796e+01 1.257375490628445505e+02
8.616120070434111211e-01 2.751374212822408083e+01 1.272715794511806138e+02
8.763194588209298752e-01 2.488466029508334643e+01 1.292743005743458866e+02
8.848121895825372674e-01 2.293736030483303168e+01 1.315761047409040714e+02
